tar_file,sample_id,pair_idx,slice_idx_i,slice_idx_ip1,corr_original,corr_translated,diff_signed,diff_abs
Water-bilayer-K-1_val_0.tar,1,2,2,3,0.9488344991907728,0.1923742435779992,-0.7564602556127735,0.7564602556127735
Water-bilayer-K-1_val_0.tar,1,3,3,4,0.9795929303447701,0.20150437370538393,-0.7780885566393863,0.7780885566393863
Water-bilayer-K-1_val_0.tar,1,4,4,5,0.9817885497121249,0.16398962162754566,-0.8177989280845792,0.8177989280845792
Water-bilayer-K-1_val_0.tar,1,5,5,6,0.9637131903861744,0.16693371923021033,-0.7967794711559641,0.7967794711559641
Water-bilayer-K-1_val_0.tar,1,6,6,7,0.9151487890539509,0.30068959906979315,-0.6144591899841578,0.6144591899841578
Water-bilayer-K-1_val_0.tar,1,7,7,8,0.904812636095088,0.5239679185842188,-0.38084471751086924,0.38084471751086924
Water-bilayer-K-1_val_0.tar,1,8,8,9,0.9398007890741662,0.47197626754028177,-0.46782452153388443,0.46782452153388443
Water-bilayer-K-1_val_0.tar,1,9,9,10,0.9524845875309241,0.25839693949157844,-0.6940876480393456,0.6940876480393456
Water-bilayer-K-1_val_0.tar,1,10,10,11,0.9608694369762041,0.5655287168488684,-0.3953407201273357,0.3953407201273357
Water-bilayer-K-1_val_0.tar,1,11,11,12,0.9526405668857427,0.5780937866114496,-0.3745467802742931,0.3745467802742931
Water-bilayer-K-1_val_0.tar,1,12,12,13,0.9388006619336114,0.7199054632305293,-0.21889519870308216,0.21889519870308216
Water-bilayer-K-1_val_0.tar,1,13,13,14,0.9289477216078529,0.7513926972592524,-0.1775550243486005,0.1775550243486005
Water-bilayer-K-1_val_0.tar,2,0,0,1,0.9978407264015114,0.9942181415655439,-0.003622584835967557,0.003622584835967557
Water-bilayer-K-1_val_0.tar,2,1,1,2,0.9935387531103123,0.9935202058506533,-1.8547259658996396e-05,1.8547259658996396e-05
Water-bilayer-K-1_val_0.tar,2,2,2,3,0.9816069950801237,0.9808453530550528,-0.0007616420250708966,0.0007616420250708966
Water-bilayer-K-1_val_0.tar,2,3,3,4,0.9678601817580907,0.9571652407883233,-0.01069494096976742,0.01069494096976742
Water-bilayer-K-1_val_0.tar,2,4,4,5,0.976984487935771,0.9773523766703971,0.0003678887346261206,0.0003678887346261206
Water-bilayer-K-1_val_0.tar,2,5,5,6,0.9849808435293136,0.9826947634180629,-0.0022860801112506435,0.0022860801112506435
Water-bilayer-K-1_val_0.tar,2,6,6,7,0.9886508790388684,0.9824709818062016,-0.0061798972326667645,0.0061798972326667645
Water-bilayer-K-1_val_0.tar,2,7,7,8,0.9900340558741055,0.9826698931730649,-0.007364162701040677,0.007364162701040677
Water-bilayer-K-1_val_0.tar,2,8,8,9,0.9905387427997037,0.9833332278991538,-0.007205514900549881,0.007205514900549881
Water-bilayer-K-1_val_0.tar,2,9,9,10,0.9909718799812318,0.986230323599983,-0.004741556381248846,0.004741556381248846
Water-bilayer-K-1_val_0.tar,2,10,10,11,0.9910265021034559,0.986074668925237,-0.004951833178218901,0.004951833178218901
Water-bilayer-K-1_val_0.tar,2,11,11,12,0.9898672414819317,0.9833414417323403,-0.006525799749591443,0.006525799749591443
Water-bilayer-K-1_val_0.tar,2,12,12,13,0.9847112519788187,0.9800672345640775,-0.004644017414741186,0.004644017414741186
Water-bilayer-K-1_val_0.tar,2,13,13,14,0.974447308760649,0.9700538515629915,-0.004393457197657491,0.004393457197657491
Water-bilayer-K-1_val_0.tar,3,0,0,1,0.9990869032612609,0.9700428904653171,-0.02904401279594382,0.02904401279594382
Water-bilayer-K-1_val_0.tar,3,1,1,2,0.997102238712972,0.9795369548865872,-0.01756528382638478,0.01756528382638478
Water-bilayer-K-1_val_0.tar,3,2,2,3,0.9910930079831998,0.9890126972204771,-0.002080310762722637,0.002080310762722637
Water-bilayer-K-1_val_0.tar,3,3,3,4,0.9760113062521479,0.972601512337044,-0.003409793915103987,0.003409793915103987
Water-bilayer-K-1_val_0.tar,3,4,4,5,0.9663560398595481,0.9552536095288469,-0.01110243033070124,0.01110243033070124
Water-bilayer-K-1_val_0.tar,3,5,5,6,0.979945539143337,0.9796253082644012,-0.00032023087893584545,0.00032023087893584545
Water-bilayer-K-1_val_0.tar,3,6,6,7,0.9896795087911852,0.987009579853752,-0.002669928937433119,0.002669928937433119
Water-bilayer-K-1_val_0.tar,3,7,7,8,0.9948821123630253,0.9901722179285218,-0.0047098944345034255,0.0047098944345034255
Water-bilayer-K-1_val_0.tar,3,8,8,9,0.9972140559241284,0.9913399907687601,-0.005874065155368258,0.005874065155368258
Water-bilayer-K-1_val_0.tar,3,9,9,10,0.9981812178491855,0.9925254717697441,-0.005655746079441304,0.005655746079441304
Water-bilayer-K-1_val_0.tar,3,10,10,11,0.9978445816173451,0.9898957416725698,-0.007948839944775354,0.007948839944775354
Water-bilayer-K-1_val_0.tar,3,11,11,12,0.9960041698286363,0.989897279492312,-0.006106890336324278,0.006106890336324278
Water-bilayer-K-1_val_0.tar,3,12,12,13,0.9915599979178781,0.9871627508511793,-0.004397247066698751,0.004397247066698751
Water-bilayer-K-1_val_0.tar,3,13,13,14,0.9877333585451906,0.9853514201994642,-0.00238193834572642,0.00238193834572642
Water-bilayer-K-1_val_0.tar,4,0,0,1,0.999684351799178,0.9659233297123636,-0.03376102208681442,0.03376102208681442
Water-bilayer-K-1_val_0.tar,4,1,1,2,0.9991768340468334,0.9738293092112201,-0.02534752483561331,0.02534752483561331
Water-bilayer-K-1_val_0.tar,4,2,2,3,0.9976420589894943,0.984098246148938,-0.01354381284055628,0.01354381284055628
Water-bilayer-K-1_val_0.tar,4,3,3,4,0.9931059841494922,0.9871528783677191,-0.005953105781773105,0.005953105781773105
Water-bilayer-K-1_val_0.tar,4,4,4,5,0.9811853504394542,0.9646477136287748,-0.016537636810679435,0.016537636810679435
Water-bilayer-K-1_val_0.tar,4,5,5,6,0.9642746594758269,0.9301318471691448,-0.034142812306682147,0.034142812306682147
Water-bilayer-K-1_val_0.tar,4,6,6,7,0.9741062853395331,0.9661288037396716,-0.007977481599861558,0.007977481599861558
Water-bilayer-K-1_val_0.tar,4,7,7,8,0.9837504625132895,0.8107986404331656,-0.17295182208012383,0.17295182208012383
Water-bilayer-K-1_val_0.tar,4,8,8,9,0.9845563160995061,0.707171321129961,-0.27738499496954516,0.27738499496954516
Water-bilayer-K-1_val_0.tar,4,9,9,10,0.9802617300431763,0.6830678321299946,-0.29719389791318174,0.29719389791318174
Water-bilayer-K-1_val_0.tar,4,10,10,11,0.9783035894289264,0.7194781553756892,-0.2588254340532372,0.2588254340532372
Water-bilayer-K-1_val_0.tar,4,11,11,12,0.972916243390304,0.7694341770729467,-0.20348206631735732,0.20348206631735732
Water-bilayer-K-1_val_0.tar,4,12,12,13,0.971911389266315,0.8885941529013349,-0.08331723636498012,0.08331723636498012
Water-bilayer-K-1_val_0.tar,4,13,13,14,0.9780612467532678,0.9535300745760792,-0.024531172177188587,0.024531172177188587
Water-bilayer-K-1_val_0.tar,5,0,0,1,0.9851778430494377,0.9835592909715268,-0.0016185520779108398,0.0016185520779108398
Water-bilayer-K-1_val_0.tar,5,1,1,2,0.9683499292643998,0.955190734956665,-0.013159194307734823,0.013159194307734823
Water-bilayer-K-1_val_0.tar,5,2,2,3,0.9677735609204514,0.9626396450399305,-0.005133915880520923,0.005133915880520923
Water-bilayer-K-1_val_0.tar,5,3,3,4,0.9809459382338012,0.970829441617861,-0.010116496615940163,0.010116496615940163
Water-bilayer-K-1_val_0.tar,5,4,4,5,0.9854259574664106,0.9154288418246683,-0.06999711564174227,0.06999711564174227
Water-bilayer-K-1_val_0.tar,5,5,5,6,0.9820065347174108,0.8343668711485414,-0.14763966356886948,0.14763966356886948
Water-bilayer-K-1_val_0.tar,5,6,6,7,0.9681267261761335,0.7092487208360282,-0.2588780053401053,0.2588780053401053
Water-bilayer-K-1_val_0.tar,5,7,7,8,0.9606208629799703,0.6738916170397621,-0.2867292459402082,0.2867292459402082
Water-bilayer-K-1_val_0.tar,5,8,8,9,0.9584745700457991,0.7519114520874918,-0.20656311795830729,0.20656311795830729
Water-bilayer-K-1_val_0.tar,5,9,9,10,0.9623434786869116,0.8382681416612592,-0.12407533702565243,0.12407533702565243
Water-bilayer-K-1_val_0.tar,5,10,10,11,0.9707110262745794,0.8874405220192666,-0.0832705042553128,0.0832705042553128
Water-bilayer-K-1_val_0.tar,5,11,11,12,0.9735427494583894,0.9162795474331229,-0.05726320202526647,0.05726320202526647
Water-bilayer-K-1_val_0.tar,5,12,12,13,0.9750815317073219,0.9330372129283833,-0.04204431877893866,0.04204431877893866
Water-bilayer-K-1_val_0.tar,5,13,13,14,0.9797239358720734,0.9490453836250435,-0.030678552247029867,0.030678552247029867
Water-bilayer-K-1_val_0.tar,6,0,0,1,0.9480080610793968,0.947808419197856,-0.00019964188154086848,0.00019964188154086848
Water-bilayer-K-1_val_0.tar,6,1,1,2,0.8537106810708669,0.8545505597040645,0.0008398786331975661,0.0008398786331975661
Water-bilayer-K-1_val_0.tar,6,2,2,3,0.8777386332677319,0.1723385190300545,-0.7054001142376775,0.7054001142376775
Water-bilayer-K-1_val_0.tar,6,3,3,4,0.9638037238077464,0.10004673441678986,-0.8637569893909565,0.8637569893909565
Water-bilayer-K-1_val_0.tar,6,4,4,5,0.9866576441198389,0.11083662563881634,-0.8758210184810226,0.8758210184810226
Water-bilayer-K-1_val_0.tar,6,5,5,6,0.9918870194901732,0.22822822141211105,-0.7636587980780621,0.7636587980780621
Water-bilayer-K-1_val_0.tar,6,6,6,7,0.9927631796147638,0.17487761382541686,-0.8178855657893469,0.8178855657893469
Water-bilayer-K-1_val_0.tar,6,7,7,8,0.9910842098520078,0.19964687806585224,-0.7914373317861556,0.7914373317861556
Water-bilayer-K-1_val_0.tar,6,8,8,9,0.9832965690686953,0.2597599038516324,-0.723536665217063,0.723536665217063
Water-bilayer-K-1_val_0.tar,6,9,9,10,0.9645255765948416,0.8170416404959523,-0.14748393609888932,0.14748393609888932
Water-bilayer-K-1_val_0.tar,6,10,10,11,0.9519417643191491,0.8983096389519964,-0.05363212536715267,0.05363212536715267
Water-bilayer-K-1_val_0.tar,6,11,11,12,0.9562094897095826,0.9481401919048683,-0.008069297804714326,0.008069297804714326
Water-bilayer-K-1_val_0.tar,6,12,12,13,0.9485875693692606,0.9501077844994347,0.0015202151301740852,0.0015202151301740852
Water-bilayer-K-1_val_0.tar,6,13,13,14,0.943504290597678,0.9486102518596023,0.005105961261924308,0.005105961261924308
Water-bilayer-K-1_val_0.tar,7,0,0,1,0.9993054125816032,0.9830503400940417,-0.016255072487561528,0.016255072487561528
Water-bilayer-K-1_val_0.tar,7,1,1,2,0.9978447733464989,0.987424774718836,-0.010419998627662852,0.010419998627662852
Water-bilayer-K-1_val_0.tar,7,2,2,3,0.9931222386089997,0.9922297134588175,-0.0008925251501822329,0.0008925251501822329
Water-bilayer-K-1_val_0.tar,7,3,3,4,0.9792001790608822,0.9861321493700418,0.006931970309159596,0.006931970309159596
Water-bilayer-K-1_val_0.tar,7,4,4,5,0.9548271084667398,0.9381789418021934,-0.016648166664546382,0.016648166664546382
Water-bilayer-K-1_val_0.tar,7,5,5,6,0.9606014304427196,0.9619108385979447,0.001309408155225067,0.001309408155225067
Water-bilayer-K-1_val_0.tar,7,6,6,7,0.978916972140732,0.9632052075173019,-0.015711764623430158,0.015711764623430158
Water-bilayer-K-1_val_0.tar,7,7,7,8,0.988366773369653,0.8986678205263553,-0.08969895284329765,0.08969895284329765
Water-bilayer-K-1_val_0.tar,7,8,8,9,0.9927668861119004,0.8277986026267331,-0.16496828348516734,0.16496828348516734
Water-bilayer-K-1_val_0.tar,7,9,9,10,0.994582678097929,0.8002136763560882,-0.1943690017418408,0.1943690017418408
Water-bilayer-K-1_val_0.tar,7,10,10,11,0.9940144120986324,0.7966654976895945,-0.1973489144090379,0.1973489144090379
Water-bilayer-K-1_val_0.tar,7,11,11,12,0.9922028710240917,0.8489560190302279,-0.14324685199386378,0.14324685199386378
Water-bilayer-K-1_val_0.tar,7,12,12,13,0.9913350785612817,0.9271377198461904,-0.06419735871509125,0.06419735871509125
Water-bilayer-K-1_val_0.tar,7,13,13,14,0.9926294626116732,0.9638245484512563,-0.02880491416041686,0.02880491416041686
Water-bilayer-K-1_val_0.tar,8,0,0,1,0.9703396649421206,0.9558108015186765,-0.014528863423444172,0.014528863423444172
Water-bilayer-K-1_val_0.tar,8,1,1,2,0.9238525213463475,0.9089792596694043,-0.01487326167694325,0.01487326167694325
Water-bilayer-K-1_val_0.tar,8,2,2,3,0.9058490649986537,0.29200299811029534,-0.6138460668883583,0.6138460668883583
Water-bilayer-K-1_val_0.tar,8,3,3,4,0.9530911281832319,0.09890653859086958,-0.8541845895923623,0.8541845895923623
Water-bilayer-K-1_val_0.tar,8,4,4,5,0.9766660736058684,0.1335155218494247,-0.8431505517564437,0.8431505517564437
Water-bilayer-K-1_val_0.tar,8,5,5,6,0.9687197912807213,0.14008470606765683,-0.8286350852130644,0.8286350852130644
Water-bilayer-K-1_val_0.tar,8,6,6,7,0.9516206225284185,0.19281514343888434,-0.7588054790895342,0.7588054790895342
Water-bilayer-K-1_val_0.tar,8,7,7,8,0.9454463329405332,0.3217544774795102,-0.6236918554610229,0.6236918554610229
Water-bilayer-K-1_val_0.tar,8,8,8,9,0.9612052711642345,0.49840523122221825,-0.46280003994201624,0.46280003994201624
Water-bilayer-K-1_val_0.tar,8,9,9,10,0.9637612327588869,0.4585912728595381,-0.5051699598993489,0.5051699598993489
Water-bilayer-K-1_val_0.tar,8,10,10,11,0.9543015330182564,0.5269279296974501,-0.4273736033208063,0.4273736033208063
Water-bilayer-K-1_val_0.tar,8,11,11,12,0.9351991975187538,0.6817523359221839,-0.25344686159656993,0.25344686159656993
Water-bilayer-K-1_val_0.tar,8,12,12,13,0.9130635688660912,0.8312157806248114,-0.0818477882412798,0.0818477882412798
Water-bilayer-K-1_val_0.tar,8,13,13,14,0.9373297374065928,0.6901973434868873,-0.24713239391970543,0.24713239391970543
Water-bilayer-K-1_val_0.tar,9,0,0,1,0.9321832633104772,0.8870900882141877,-0.04509317509628952,0.04509317509628952
Water-bilayer-K-1_val_0.tar,9,1,1,2,0.8770320123657858,0.5244282396792901,-0.3526037726864957,0.3526037726864957
Water-bilayer-K-1_val_0.tar,9,2,2,3,0.9219544052798977,0.1068085913483828,-0.8151458139315149,0.8151458139315149
Water-bilayer-K-1_val_0.tar,9,3,3,4,0.9651415842819325,0.07434764475259743,-0.890793939529335,0.890793939529335
Water-bilayer-K-1_val_0.tar,9,4,4,5,0.9490107405632142,0.08741672554555124,-0.861594015017663,0.861594015017663
Water-bilayer-K-1_val_0.tar,9,5,5,6,0.8934323405593853,0.16090922935388785,-0.7325231112054974,0.7325231112054974
Water-bilayer-K-1_val_0.tar,9,6,6,7,0.9197122672081474,0.30601612791322946,-0.6136961392949178,0.6136961392949178
Water-bilayer-K-1_val_0.tar,9,7,7,8,0.9571026721483425,0.30655336572756203,-0.6505493064207806,0.6505493064207806
Water-bilayer-K-1_val_0.tar,9,8,8,9,0.9240388303156766,0.5607460789210388,-0.3632927513946378,0.3632927513946378
Water-bilayer-K-1_val_0.tar,9,9,9,10,0.8582145739393853,0.7564009455568506,-0.10181362838253472,0.10181362838253472
Water-bilayer-K-1_val_0.tar,9,10,10,11,0.8805721233364977,0.44190139194174716,-0.43867073139475055,0.43867073139475055
Water-bilayer-K-1_val_0.tar,9,11,11,12,0.9388811660173467,0.1845189848279609,-0.7543621811893858,0.7543621811893858
Water-bilayer-K-1_val_0.tar,9,12,12,13,0.9417731571650912,0.20566978314839018,-0.7361033740167011,0.7361033740167011
Water-bilayer-K-1_val_0.tar,9,13,13,14,0.8945210168902485,0.26409180319090386,-0.6304292136993447,0.6304292136993447
Water-bilayer-K-1_val_0.tar,10,0,0,1,0.9971498207427955,0.9956353016043541,-0.0015145191384413614,0.0015145191384413614
Water-bilayer-K-1_val_0.tar,10,1,1,2,0.9910154318739692,0.9888017621306906,-0.0022136697432786345,0.0022136697432786345
Water-bilayer-K-1_val_0.tar,10,2,2,3,0.9726098011288545,0.9644209836517477,-0.008188817477106869,0.008188817477106869
Water-bilayer-K-1_val_0.tar,10,3,3,4,0.9349319451133139,0.9218228073385285,-0.013109137774785395,0.013109137774785395
Water-bilayer-K-1_val_0.tar,10,4,4,5,0.922983637940049,0.6120776070597789,-0.31090603088027013,0.31090603088027013
Water-bilayer-K-1_val_0.tar,10,5,5,6,0.9557886279260653,0.2668346219467026,-0.6889540059793627,0.6889540059793627
Water-bilayer-K-1_val_0.tar,10,6,6,7,0.968850626787194,0.24938410197225525,-0.7194665248149388,0.7194665248149388
Water-bilayer-K-1_val_0.tar,10,7,7,8,0.9739409499478386,0.26502677991843654,-0.7089141700294022,0.7089141700294022
Water-bilayer-K-1_val_0.tar,10,8,8,9,0.9742576036143892,0.6056775742572965,-0.36858002935709266,0.36858002935709266
Water-bilayer-K-1_val_0.tar,10,9,9,10,0.9655395872009599,0.9087578791785021,-0.056781708022457744,0.056781708022457744
Water-bilayer-K-1_val_0.tar,10,10,10,11,0.9535019752229732,0.9329912613839328,-0.02051071383904035,0.02051071383904035
Water-bilayer-K-1_val_0.tar,10,11,11,12,0.9451527791123712,0.9348549436694438,-0.010297835442927394,0.010297835442927394
Water-bilayer-K-1_val_0.tar,10,12,12,13,0.9521459218946893,0.928570258756898,-0.023575663137791247,0.023575663137791247
Water-bilayer-K-1_val_0.tar,10,13,13,14,0.9653609868356714,0.9195623949457921,-0.045798591889879336,0.045798591889879336
Water-bilayer-K-1_val_0.tar,11,0,0,1,0.9995740838866827,0.989498233155556,-0.010075850731126712,0.010075850731126712
Water-bilayer-K-1_val_0.tar,11,1,1,2,0.9988552935300878,0.9936079637318974,-0.0052473297981904254,0.0052473297981904254
Water-bilayer-K-1_val_0.tar,11,2,2,3,0.9968456118027448,0.9944778931121028,-0.0023677186906420067,0.0023677186906420067
Water-bilayer-K-1_val_0.tar,11,3,3,4,0.9918419640136056,0.9924469969026471,0.0006050328890415679,0.0006050328890415679
Water-bilayer-K-1_val_0.tar,11,4,4,5,0.983884637281851,0.9710481522069103,-0.012836485074940729,0.012836485074940729
Water-bilayer-K-1_val_0.tar,11,5,5,6,0.9818559586109977,0.970722757660707,-0.01113320095029069,0.01113320095029069
Water-bilayer-K-1_val_0.tar,11,6,6,7,0.9818083153759125,0.9695738244692643,-0.012234490906648188,0.012234490906648188
Water-bilayer-K-1_val_0.tar,11,7,7,8,0.9772015512497141,0.9696535460016665,-0.007548005248047551,0.007548005248047551
Water-bilayer-K-1_val_0.tar,11,8,8,9,0.97293713373197,0.9726070327155132,-0.00033010101645680745,0.00033010101645680745
Water-bilayer-K-1_val_0.tar,11,9,9,10,0.9762214859597668,0.9691221727734857,-0.007099313186281098,0.007099313186281098
Water-bilayer-K-1_val_0.tar,11,10,10,11,0.9793019118113433,0.9730862065015672,-0.0062157053097761095,0.0062157053097761095
Water-bilayer-K-1_val_0.tar,11,11,11,12,0.9828644378869863,0.9743248133941426,-0.008539624492843734,0.008539624492843734
Water-bilayer-K-1_val_0.tar,11,12,12,13,0.9862978987366369,0.9787511588825696,-0.007546739854067286,0.007546739854067286
Water-bilayer-K-1_val_0.tar,11,13,13,14,0.9883978557440394,0.9807437840323973,-0.007654071711642119,0.007654071711642119
Water-bilayer-K-1_val_0.tar,12,0,0,1,0.9988915245636855,0.9920669303663336,-0.006824594197351819,0.006824594197351819
Water-bilayer-K-1_val_0.tar,12,1,1,2,0.9964572125308445,0.9947757819546268,-0.001681430576217724,0.001681430576217724
Water-bilayer-K-1_val_0.tar,12,2,2,3,0.9879664676118399,0.9866776672547227,-0.0012888003571172035,0.0012888003571172035
Water-bilayer-K-1_val_0.tar,12,3,3,4,0.9599507265653555,0.9424502807228252,-0.0175004458425303,0.0175004458425303
Water-bilayer-K-1_val_0.tar,12,4,4,5,0.9019081417727884,0.892135905678084,-0.009772236094704456,0.009772236094704456
Water-bilayer-K-1_val_0.tar,12,5,5,6,0.896654237597763,0.26995578934654063,-0.6266984482512223,0.6266984482512223
Water-bilayer-K-1_val_0.tar,12,6,6,7,0.9531458962501662,0.18108587302634677,-0.7720600232238195,0.7720600232238195
Water-bilayer-K-1_val_0.tar,12,7,7,8,0.9695641724809114,0.2647373772603576,-0.7048267952205538,0.7048267952205538
Water-bilayer-K-1_val_0.tar,12,8,8,9,0.9673380044317744,0.3425297252490836,-0.6248082791826908,0.6248082791826908
Water-bilayer-K-1_val_0.tar,12,9,9,10,0.9499051366318231,0.42151599316435573,-0.5283891434674673,0.5283891434674673
Water-bilayer-K-1_val_0.tar,12,10,10,11,0.9017889838444084,0.8109182894945907,-0.09087069434981776,0.09087069434981776
Water-bilayer-K-1_val_0.tar,12,11,11,12,0.8916270083784897,0.788310709850283,-0.10331629852820678,0.10331629852820678
Water-bilayer-K-1_val_0.tar,12,12,12,13,0.9426479461787275,0.7613325042448404,-0.18131544193388704,0.18131544193388704
Water-bilayer-K-1_val_0.tar,12,13,13,14,0.9408383984057016,0.7579287360910889,-0.1829096623146127,0.1829096623146127
Water-bilayer-K-1_val_0.tar,13,0,0,1,0.9921983487765291,0.9679900271175786,-0.024208321658950482,0.024208321658950482
Water-bilayer-K-1_val_0.tar,13,1,1,2,0.9657284725768951,0.9671053822150537,0.0013769096381586188,0.0013769096381586188
Water-bilayer-K-1_val_0.tar,13,2,2,3,0.8612955595373113,0.8598176944366247,-0.0014778651006865928,0.0014778651006865928
Water-bilayer-K-1_val_0.tar,13,3,3,4,0.8058240684613984,0.3458648046739145,-0.4599592637874839,0.4599592637874839
Water-bilayer-K-1_val_0.tar,13,4,4,5,0.9306832653237829,0.09613558609202533,-0.8345476792317575,0.8345476792317575
Water-bilayer-K-1_val_0.tar,13,5,5,6,0.977926009868902,0.09815049019346363,-0.8797755196754383,0.8797755196754383
Water-bilayer-K-1_val_0.tar,13,6,6,7,0.9877715494184571,0.17247745029012793,-0.8152940991283292,0.8152940991283292
Water-bilayer-K-1_val_0.tar,13,7,7,8,0.9902239604003088,0.12344226549149571,-0.8667816949088131,0.8667816949088131
Water-bilayer-K-1_val_0.tar,13,8,8,9,0.9901611443070171,0.16818249476833338,-0.8219786495386837,0.8219786495386837
Water-bilayer-K-1_val_0.tar,13,9,9,10,0.9865212813247521,0.3251918171607597,-0.6613294641639924,0.6613294641639924
Water-bilayer-K-1_val_0.tar,13,10,10,11,0.9763364082562765,0.7544516496054404,-0.22188475865083612,0.22188475865083612
Water-bilayer-K-1_val_0.tar,13,11,11,12,0.9638919394215841,0.8310616700605042,-0.1328302693610799,0.1328302693610799
Water-bilayer-K-1_val_0.tar,13,12,12,13,0.9629003929891007,0.8620451158308072,-0.10085527715829345,0.10085527715829345
Water-bilayer-K-1_val_0.tar,13,13,13,14,0.9679674563422921,0.9077536944858973,-0.06021376185639482,0.06021376185639482
Water-bilayer-K-1_val_0.tar,14,0,0,1,0.9935192269018651,0.9922491627140888,-0.0012700641877763097,0.0012700641877763097
Water-bilayer-K-1_val_0.tar,14,1,1,2,0.9820511816200868,0.9749729691908452,-0.007078212429241559,0.007078212429241559
Water-bilayer-K-1_val_0.tar,14,2,2,3,0.9590259124717607,0.9512228944622033,-0.007803018009557405,0.007803018009557405
Water-bilayer-K-1_val_0.tar,14,3,3,4,0.9470781063339642,0.7913798421065092,-0.15569826422745492,0.15569826422745492
Water-bilayer-K-1_val_0.tar,14,4,4,5,0.9678296807336821,0.35848577880064436,-0.6093439019330378,0.6093439019330378
Water-bilayer-K-1_val_0.tar,14,5,5,6,0.9729263478384264,0.20148986727317325,-0.7714364805652532,0.7714364805652532
Water-bilayer-K-1_val_0.tar,14,6,6,7,0.9630399610113813,0.2789187754807434,-0.6841211855306379,0.6841211855306379
Water-bilayer-K-1_val_0.tar,14,7,7,8,0.9593957428111948,0.26706275069755103,-0.6923329921136437,0.6923329921136437
Water-bilayer-K-1_val_0.tar,14,8,8,9,0.9626643267690482,0.4166056971075119,-0.5460586296615364,0.5460586296615364
Water-bilayer-K-1_val_0.tar,14,9,9,10,0.9565371095336426,0.6983098565915338,-0.2582272529421088,0.2582272529421088
Water-bilayer-K-1_val_0.tar,14,10,10,11,0.9560185148066577,0.7538699418989437,-0.20214857290771393,0.20214857290771393
Water-bilayer-K-1_val_0.tar,14,11,11,12,0.9621518400525528,0.7652125605366114,-0.19693927951594148,0.19693927951594148
Water-bilayer-K-1_val_0.tar,14,12,12,13,0.9546144542928513,0.8577442954602408,-0.09687015883261052,0.09687015883261052
Water-bilayer-K-1_val_0.tar,14,13,13,14,0.9442347999863184,0.888266613318323,-0.05596818666799541,0.05596818666799541
Water-bilayer-K-1_val_0.tar,15,0,0,1,0.9414621516203185,0.7702152866120457,-0.1712468650082728,0.1712468650082728
Water-bilayer-K-1_val_0.tar,15,1,1,2,0.9564019025412197,0.3293416073448108,-0.6270602951964088,0.6270602951964088
Water-bilayer-K-1_val_0.tar,15,2,2,3,0.9674481078844861,0.18026029519824033,-0.7871878126862457,0.7871878126862457
Water-bilayer-K-1_val_0.tar,15,3,3,4,0.95639233381519,0.22533395866122377,-0.7310583751539662,0.7310583751539662
Water-bilayer-K-1_val_0.tar,15,4,4,5,0.923204664536515,0.2558478339754464,-0.6673568305610685,0.6673568305610685
Water-bilayer-K-1_val_0.tar,15,5,5,6,0.9011631162917474,0.43750916081478114,-0.46365395547696625,0.46365395547696625
